,Value,Weight,Solution
225,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
226,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
227,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
228,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
229,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
230,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
231,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
232,2937.0,1500.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 62, 63, 66, 61, 39, 58, 19]"
233,2982.0,1477.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58, 4]"
234,2887.0,1500.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58, 70]"
235,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
236,2890.0,1469.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58, 21]"
237,2918.0,1492.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 94]"
238,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
239,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
240,2887.0,1496.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58, 19]"
241,2886.0,1499.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 39, 58, 79]"
242,2886.0,1499.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 39, 58, 79]"
243,2909.0,1489.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58, 45]"
244,2916.0,1491.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 61, 39, 58, 19]"
245,2916.0,1491.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 61, 39, 58, 19]"
246,2916.0,1491.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 61, 39, 58, 19]"
247,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
248,2889.0,1477.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58, 51]"
249,2889.0,1477.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58, 51]"
250,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
251,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
252,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
253,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
254,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
255,2957.0,1494.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58, 56]"
256,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
257,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
258,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
259,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
260,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
261,2903.0,1494.0,"[40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58, 94]"
262,2903.0,1494.0,"[40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58, 94]"
263,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
264,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
265,2920.0,1490.0,"[22, 40, 47, 14, 86, 88, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58, 92]"
266,2920.0,1490.0,"[22, 40, 47, 14, 86, 88, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58, 92]"
267,2920.0,1490.0,"[22, 40, 47, 14, 86, 88, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58, 92]"
268,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
269,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
270,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
271,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
272,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
273,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
274,2946.0,1499.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58, 51]"
275,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
276,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
277,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
278,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
279,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
280,2899.0,1485.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58, 12]"
281,2899.0,1485.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58, 12]"
282,2899.0,1485.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58, 12]"
283,2919.0,1481.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58, 85]"
284,2919.0,1481.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58, 85]"
